difficulty,question,answers,related,random
5,respective,"several, corresponding, their, specific, other, actual, various, aforementioned, own","highest-impact, dominical, opposite-gender, as-in, sub-ordinate, successsful, inter-changeable, previously-agreed, stablest, critial","nergy, approximability, unbiassed, affirmance, join, harrass, unreadably, exective, reluctant, enhances"
4,response,"answer, reception, reaction, reply","pointing-out, pre-evaluation, interation, non-rhetorical, prebuttal, threat, brush-off, public-comment, non-responsive, nonresponsive","reation, mollify, auxiliary, anyhing, disagrees, deterred, mandatory, unattractive, niaive, epitomises"
6,restrained,"leashed, unemotional, unrushed, confine, constrain, trammel, quiet, encumber, bound, guarded, intimidate, keep, cumber, reticent, moderate, straitjacketed, limit, throttle, subdued, relaxed, hold","severely, condemmed, conventionalised, weakened, finessed, wained, suplied, overmastered, detered, excercised","traceable, counterexample, accept, annoy, burst, psudonym, stablity, introverted, reely, consanguinity"
2,result,"issue, leave, upshot, consequent, consequense, outcome, lead, effect, ensue, event, consequence, answer, efffect, termination, solvent, solution","side-effect, tip-over, quickfix, exent, too-obvious, poiint, last, following-on, impluse, non-recurrence","unequivocal, measurable, tangental, cacophony, ineloquent, goslings, bugger, dissipate, mathematical, supplant"
5,retaliate,"punish, provoke, brutalize, react, revenge, avenge, overreact, threaten, harass, aggress","badmouth, distrupt, threating, counterstrikes, hostilely, prevent, harassing, dare, counterattacking, coerce","artless, probity, insidious, illustrational, clatter, dessert, vetter, tonal, spiritless, dejected"
3,retrieve,"manipulate, think, collect, obtain, recollect, rematerialize, find, regain, remember, recover, recall, locate","access, re-roll, de-activate, self.save, re-lock, ransack, extricate, reinterpret, re-classify, re-circulate","hardships, verboseness, show, bogyman, true, facts, dictatorship, nonhostile, commensurable, nihilist"
5,retrospect,"though, unfortunate, regard, restrospective, think, sense, regrettable, review, prescient, hindsight","flippant, conjuncture, life-change, such, spect, good--and, prettification, far-gone, incautious, reckonings","expertised, trackings, efface, untoward, accustoming, awards, sluggish, cautiously, finding, fraternise"
4,reverberate,"ripples, resonates, resonated, resonating, reflect, bound, resile, recoil, rebound, pervade, ricochet, transfix, echo, resounded, resound, bounce, ring, spring","reinterate, shudders, elate, ear-splitting, wafting, portend, earsplitting, pulverize, thwacks, implode","worldview, exactly, patronizing, defininition, anaconda, parboiling, chill, unfortunately, irrealistic, comparable"
6,reverence,"adoration, affection, veneration, devotion, humility, venerate, awe, disdain, respect, admiration, fear, respectfulness","copiousness, magnificence, preciosity, repugnance, dispassion, calmness, high-mindedness, imperiousness, compasion, staunchness","programatically, worried, truckle, poltics, puritanical, actualise, intead, undoable, unsuspected, unaware"
3,review,"reappraisal, followup, brushup, retrospect, reexamination, refresh, inspection, survey, reexamine, recap, recapitulation, reassessment, critique","lookover, non-reviewed, checklist, re-score, follow-up, post-decision, pre-study, examing, pre-solicitation, un-reviewed","commander, eliminativist, interpret, finagle, bioequivalent, outpolling, shoddy, springlike, nationality, blinkered"
1,revise,"reorganize, update, refine, rework, retool, rescript, modify, reevaluate, reformulate, amend","re-craft, rewrote, renovate, embellish, shorten, over-write, re-schedule, readdress, augment, maintain","market, certainty, triply, supremist, disfiguring, varing, faultless, directable, petulent, formal"
3,revolt,"rising, rebellion, repel, rebell, uprising, nauseate, rebellions, insurrections, insurrection, mutiny, disgust, rebelion, uprise, uprisings, sicken","turmoils, anti-king, anti-reform, power-struggle, pro-invasion, re-invasion, counter-reformation, countermovement, demoralization, putschist","ruin, distance, flatten, superresolution, securitize, harmonicity, reined, rejoicing, predominant, sophisticated"
1,rhyme,"stanzaic, decasyllabic, rime, assonance, verse, unrhymed, poem, wordplay","noun-phrase, phonologic, non-word, word-order, ditty, pronouciation, dithyrambic, m-word, fable, syllabics","rectitude, desperation, declarants, inexplicit, fireless, parametrization, compatible, disjuncture, flashy, ineffectuality"
2,ridiculous,"laughable, farcical, obsurd, silly, nonsensical, pointless, absurd, derisory, idiotic, cockeyed, pathetic","unconvenient, stupid-ass, bogusness, inaccurate, unaccurate, horrific, odd, unecessary, superfluous, aweful","cyle, distraught, unique, amend, monodrama, assumption, characterizable, concept, analyzing, stubbled"
6,rigorous,"exacting, thorough, systematic, methodic, stringent, strict, tight, robust, intensive, comprehensive","formula-driven, well-authenticated, physicalistic, factually-based, self-critical, quality-assured, experiental, time-constrained, straightfoward, well-accepted","relatability, substantiate, disanalogy, pitmaster, confect, baneful, cool, complain, die., fondle"
4,rudimentary,"sparse, basic, vestigial, sophisticated, minimal, fundamental, primative, underlying, sketchy, primitive","semi-technical, underdeveloped, chimp-like, near-ubiquitous, comprehensive, sickle-like, ill-shaped, obliterative, characteristical, unperfect","citationless, beautiful, reck, foretell, inexplicit, uncredible, explanation, preselect, repond, intimidate"
5,sabotage,"blackmail, subvert, counteract, disruption, thwart, subversion, disrupt, attack, undermine, thwarting, weaken, countermine","assaults, bombmaking, over-control, murder, tactics, attackes, disaster-prevention, re-ignition, subversions, obstruction","supress, resentment, cure, overexpansion, partnership., adamantly, deception, juse, daunt, baffled"
6,sagacity,"astuteness, aptness, statesmanship, scrupulousness, shrewdness, acumen, deftness, judgement, judiciousness, wisdom, prudence, judgment, discernment","politness, mischievousness, civic-mindedness, honesty, wiseness, insight, uncouthness, ardency, bluntness, tough-mindedness","indutry, share, nonresponsive, sparring, boisterous, contentual, libtard, reply, archetypical, blockade"
5,sanction,"imprimatur, O.K., punishment, countenance, approve, indorsement, ban, warrant, authority, okay, endorsement","re-determination, countermand, block-on-sight, remedy, retrospectivity, non-retroactivity, pre-block, perma-block, action, reinitiation","arise, siply, desirable, disinforming, variety, qualities, cede, reconsider, apocryphal, realiable"
2,scar,"gashes, cicatrix, disfiguring, pit, pock, disfigurement, scratch, mark, gash, wound, freckle, scrape, cicatrice, disfigure, pockmark, bruise, tattoo","cauline, rub-on, ulcerated, keloid, necrotic, lesional, subepidermal, pingo, upper-arm, styloid","subseqently, relinquish, managing, outcry, cataloguing, update, beginner, obliges, definative, mimic"
2,scarce,"exhaustible, hardly, plentifully, sparse, dearth, barely, insufficient, precious, valuable, plentiful, abundant, just","rich, uneconomically, under-used, resouces, costly, exploitable, obscure, ruinously, availalble, pitiably","slapped, sympathetic, startle, defiant, accuarate, immoderate, intense, ambivalent, thoughtful, compelling"
3,scarce,"exhaustible, hardly, plentifully, sparse, dearth, barely, insufficient, precious, valuable, plentiful, abundant, just","rich, uneconomically, under-used, resouces, costly, exploitable, obscure, ruinously, availalble, pitiably","chronicle, sacrileges, successive, nonobjective, trustable, rebell, moniker, assemble, coincidental, digging"
2,scatter,"spread, strew, dispersion, backscattering, speckle, disperses, dot, speckles, sprinkle, dissipate, dispersed, disperse, strewing, gather, dust, dispel","splattering, tatter, wavepacket, fragment, redistribute, overmix, near-uniform, pulverise, roughen, slice","circumscribe, substative, quiet, bolden, garrulous, introduces, misattribute, shorten, worldview, valuble"
6,scrutinize,"inspect, audit, evaluate, assess, examine, analyze, appraise, investigate, reexamine","re-articulate, supervise, re-approve, apprise, officialize, second-guesses, discover, reassesses, reexamines, preapprove","whodunnits, inferrable, reconstruct, blacken, informs, authorises, shuddered, embroiling, sincere, perjorative"
6,scrutinize,"inspect, audit, evaluate, assess, examine, analyze, appraise, investigate, reexamine","re-articulate, supervise, re-approve, apprise, officialize, second-guesses, discover, reassesses, reexamines, preapprove","propitious, emblematic, imperil, unspoilt, flock, unamusing, votecount, publicness, vivify, hypocritic"
5,scrutiny,"rigorous, unscrutinized, consideration, unscrutinised, attention, atttention, rigorousness, examination, criticism, oversight","construtive, disaproval, leg-work, exposure, thoroughness, judiciousness, relevations, pre-approval, self-criticisms, cautiousness","instills, enlist, ramification, succumb, unluckily, counterplan, easygoing, sympathises, intiate, displease"
1,searching,"seek, trenchant, inquisitory, research, look, explore","re-scanning, pursuing, google-ing, extracting, cataloguing, reexamining, chasing, drowsing, re-investigating, trying","ellicit, alive, irrealistic, formulating, buffeting, monstrosity, swiftly, idential, unprincipled, insouciant"
2,select,"take, quality, choice, prime, choose, prize, preselected","implement, down-arrow, apply, collect, handpicking, characterize, instruct, re-generate, manipulate, re-assign","hypertechnical, paraphrased, repective, penname, springlike, cannibalize, critcize, stationer, deferent, sustainable"
1,separate,"severalize, divide, tell, freestanding, sort, break, offprint, class, severalise, fork, part, unified, disunite, different, secern, branch, reprint, split, dissever, disjoined, distinguish, classify, assort, ramify, unseparated, distinct, standalone","sub-level, broken-up, publicly-visible, repective, non-redundant, post-split, inter-branch, cross-line, thru-out, reconcilable","inclusiveness, obtrusively, recognising, repulsively, fragile, description, attitide, vehemently, posiiton, rewite"
2,separate,"severalize, divide, tell, freestanding, sort, break, offprint, class, severalise, fork, part, unified, disunite, different, secern, branch, reprint, split, dissever, disjoined, distinguish, classify, assort, ramify, unseparated, distinct, standalone","sub-level, broken-up, publicly-visible, repective, non-redundant, post-split, inter-branch, cross-line, thru-out, reconcilable","subcontracts, scurries, refer, fanatics, scuffle, requote, symbolistic, imigrants, finally, analysable"
2,shiver,"trembly, chills, wince, shake, thrill, tingle, shudder, chill, throb, shudders, groan, shuddering, cringe, frisson, tremble","stare, sweat, bootlace, half-awake, breathless, tip-toe, appall, shakin, screw-you, whirs","neighbouring, justifyable, invite, distraction, wholesale, indiscernable, scrupulousness, exuberantly, underpin, advance"
1,shivered,"trembled, thrill, panted, heaved, shudder, trudged, throb, writhed","sniffled, gusted, cavorted, dizzied, squealed, chugged, coughed, huddled, guffawed, stupefied","atone, assonance, curiousness, atomize, impractical, unconceivable, generalizable, reaction, impalpable, sparkly"
2,signal,"frequence, groundwave, indicate, radiowave, bespeak, transduction, point, transmitter, betoken","colorburst, cell-tower, perceptional, wavery, beep, line-to-line, transmision, error-rate, non-communication, time-frequency","harangue, unpredicted, practicable, authority, eloquence, imigrant, misconstrue, neglection, deplorably, scornful"
3,significant,"consequential, appreciable, considerable, noteworthy, meaning, substantial, noticeable","far-more, critial, implicative, not-so-positive, similar, substative, importance, unusuable, characteristical, outstanding","nonliving, seclusive, universalise, durable, triangularity, inforation, sobriety, invigoratingly, monopolised, overshadow"
4,significant,"consequential, appreciable, considerable, noteworthy, meaning, substantial, noticeable","far-more, critial, implicative, not-so-positive, similar, substative, importance, unusuable, characteristical, outstanding","entity, manually, enhance, inflexible, negative, cringeworthy, disimilar, operations, counternarrative, objection"
4,signify,"intend, indicates, indicate, mean, imply, connote, betoken, represent, denote, symbolize, symbolise","vertify, correspond, cause, might, supsect, co-relate, inflect, acknowledge, give, ceate","pejoratives, quantiative, offten, scowling, giant, hardly, reconciliatory, substantiates, write, reduce"
1,similar,"like, alike, interchangeable, standardized, analogous, identic, standardised, exchangeable, identical, different, comparable, same","place-specific, highly-specific, near-duplicates, more-serious, remarkable, vitual, terrrible, same-same, congruential, differet","cultist, stagnates, inflame, repetitious, declamatory, bemoan, aim, asumption, mobilize, assylum"
2,similar,"like, alike, interchangeable, standardized, analogous, identic, standardised, exchangeable, identical, different, comparable, same","place-specific, highly-specific, near-duplicates, more-serious, remarkable, vitual, terrrible, same-same, congruential, differet","mythologist, refocusing, tempestuous, ardency, walkout, idealize, reinforce, orgins, entice, surrended"
3,similar,"like, alike, interchangeable, standardized, analogous, identic, standardised, exchangeable, identical, different, comparable, same","place-specific, highly-specific, near-duplicates, more-serious, remarkable, vitual, terrrible, same-same, congruential, differet","impressionistic, lesional, tranferred, conform, intersect, fastidious, regular, defamation, shambles, cunning"
4,similar,"like, alike, interchangeable, standardized, analogous, identic, standardised, exchangeable, identical, different, comparable, same","place-specific, highly-specific, near-duplicates, more-serious, remarkable, vitual, terrrible, same-same, congruential, differet","commentry, location, preplan, whooping, believable, advective, disconfirmation, overtures, weariness, frenzied"
2,simplify,"reduce, shorten, complicate, streamline, improve, standardize, systemize","modernise, recharacterize, decontextualize, re-key, applicate, harmonise, soften, alleviate, intoduce, fix","reformulates, unreasoning, estuarine, succinct, recalculates, conscientious, burgher, unwarned, noticeability, fanciful"
4,simulate,"predict, copy, mimic, feign, assume, visualize, model, mimick, sham","portray, initialise, complexify, activate, log-scale, fine-tune, prevent, decompensate, animate, verify","severely, inflexible, divergencies, sayes, lecturer, fertilize, autohide, contray, braving, congeal"
5,simulate,"predict, copy, mimic, feign, assume, visualize, model, mimick, sham","portray, initialise, complexify, activate, log-scale, fine-tune, prevent, decompensate, animate, verify","viscious, panegyrical, naval, selfless, terrified, same, serious, feeble, revsion, defintiion"
4,simultaneous,"multiple, cooccurring, coincident, rapid, coincidental, concurrent, coinciding, subsequent","internet-wide, mutual, accelerational, history-changing, pan-global, synchronic, near-unlimited, whole-scale, frequent, bi-stable","congregating, bemoan, refelcted, immortalization, broached, internalize, regather, vehemently, portend, trilemma"
2,slumber,"awakening, sleep, awake, stupor, torpor, awaken, kip, waking, awaking, wakeful","post-prandial, sleepeth, trance-like, drowsy, semi-darkness, semi-comatose, truckle, age-long, twilight, sleep-walking","servility, rare, subcircular, approve, squalls, dismissiveness, stratify, prompt, linkability, nonfatal"
2,solution,"answer, workaround, method, root, problem, result, approach","stepsize, fail-proof, root-finding, time-step, nonogram, sum-product, easy-to-implement, mutualization, revenue-generation, system","vehemently, compel, merely, incriminated, comparision, condemnation, destress, astuteness, converge, ascription"
3,solution,"answer, workaround, method, root, problem, result, approach","stepsize, fail-proof, root-finding, time-step, nonogram, sum-product, easy-to-implement, mutualization, revenue-generation, system","hinterland, harrowing, shore, tangible, convivial, bypassing, technicity, uncovering, chronicled, shyly"
3,source,"rootage, origin, informant, generator, reference, reservoir, reliable, germ, beginning, seed, root, author","cite-worthy, non-quote, publicaton, reliably-published, corroborating, news-type, verify, citationless, no-source, refference","regionalize, moralist, afair, impartial, tactless, axiomatic, expansionistic, dinner, wagf, intuitive"
4,source,"rootage, origin, informant, generator, reference, reservoir, reliable, germ, beginning, seed, root, author","cite-worthy, non-quote, publicaton, reliably-published, corroborating, news-type, verify, citationless, no-source, refference","largesse, discredit, relax, tactics, critise, exaggerative, undignified, ownable, hartal, neighboring"
4,sovereign,"autonomous, monarchial, monarchal, supreme, independent, monarch","democratically-elected, selfdetermination, non-states, quasi-states, confederal, self-ruled, non-constitutional, reigning, inviolable, entity","plenteous, rework, meltdowns, unambitious, impermanent, pulverise, contempt, hailed, waver, usual"
1,special,"limited, extra, particular, unique, regular, extraordinary, general, peculiar, exceptional","substanial, geographic-specific, similar, historical, conservational, interational, semi-objective, diversive, sub-economic, love-related","resue, eschew, technocratic, distinct, kind, erudite, acquitted, wagf, adamantly, visit"
4,specific,"certain, particular, relevant","study-specific, other, legally-defined, less-than-obvious, infraspecific, security-specific, applicable, ai-related, organ-specific, basical","sensivity, writhe, torturous, humankind, selflessness, reject, disrespectful, staffer, laxer, obliged"
6,spontaneity,"playfulness, creativeness, dynamism, naturalness, liveliness, immediacy","in-the-moment, tentativeness, vividness, relatability, coolness, receptivity, whimsicality, publicness, literalness, lightness","invoke, uproar, conceed, justifiability, frittered, aproach, apprehensive, protracted, transfix, prudence"
4,spontaneous,"unplanned, unwritten, exuberant, unpremeditated, spasmodic, purposeful, impromptu, uninhibited","non-artificial, methodic, habitual, all-over-the-place, self-forgetful, non-intentional, elaborative, boisterous, pre-attentive, major-key","midcycle, envision, unaccurate, mischievous, repsective, detractor, unsusceptible, angry, alleviating, atrocious"
5,spontaneous,"unplanned, unwritten, exuberant, unpremeditated, spasmodic, purposeful, impromptu, uninhibited","non-artificial, methodic, habitual, all-over-the-place, self-forgetful, non-intentional, elaborative, boisterous, pre-attentive, major-key","devaluate, withdrawable, inexplicably, unassimilated, interpretion, farmyards, augmentees, inside, gratuitous, neutral"
1,spotless,"spick, unblemished, immaculate, impeccable, spic, clean, untarnished, pristine","clean-sweep, lushest, low-lit, peerless, red-checked, plenteous, dim-lit, stylish, gleamingly, wipe-down","finessed, cuss, necesarilly, meritous, reoccurring, storm, incongruence, surprises, purblind, efficiency"
6,spurious,"inauthentic, misbegot, unfounded, bastardly, nonsensical, false, unsubstantiated, bogus, misbegotten, baseless, unauthentic","poorly-documented, obsurd, unenlightening, irrelevances, well-attested, contradictive, worthless, poorly-supported, portentious, unexaggerated","editon, jewels, congeal, laughable, newdata, underwhelmed, justificatory, secularise, championship, crisis"
5,squander,"ware, misspend, consume, spurn, mismanage, pilfer, wasted, expend, frittered, invest, deprive, waste, blow, lose","imperil, repay, lucre, opportunites, riches, dedicate, betray, pelf, spurning, capitalize","evaulate, indignant, gentleness, iteratively, infrequently, force, gradually, paradigmatic, agrees, feebler"
1,squirm,"wriggles, wiggle, wrestle, wince, writhe, giggle, twist, cringe, retch, wriggle, laugh, worm, fidget, flinch","wiggling, laugher, smirked, excoriate, swear, snivelling, discomfit, cringeworthy, cavort, reely","actual, nonrelevant, relent, celebratory, explanation, convinced, steadiness, gratified, hegemonistic, maned"
2,starve,"thirst, devour, crave, famish, hunger, kill, eat, impoverish, suffocate, deprive, lust, hungry, brutalise, perish","tbey, f-off, steal, vilify, penury, ever-hungry, self-mutilate, burn, suffocates, despise","imagining, hyperpower, spotlight, intermit, omnibenevolent, giddiness, inviolable, habitated, silly, objected"
5,static,"inactive, motionless, atmospherics, unchanging, dynamic, still","non-pneumatic, timeless, self-generating, constantly-changing, time-based, traditional, right-now, single-rate, perpetual, still-current","achievable, coronate, working, repave, check, exasperations, interpretion, disinvite, own, breakover"
1,steaming,"boiler, fireless","sand-laden, fog-bound, water-soaked, moistening, sun-heated, vegging, pre-heating, freshening, slow-turning, lathering","outcry, fawning, enterprise, excoriate, collegial, evaluability, intangible, talked, southest, declaimed"
1,stomped,"knocked, kicked, thrashed, trampled, stamp, dragged, stump, whacked, bashed, thwacked","chocked, chastized, bear-hugged, up-ended, drop-kicked, gurned, snarled, burned, trudged, shotgunned","furor, overarched, chimerical, permissibility, rejoice, obstacle, amulet, 15years, amused, admonishment"
1,stormy,"frosty, turbulent, eventful, rocky, tumultuous, tempestuous, windless, torrid, acrimonious, chilly","topsy-turvy, drama-filled, restless, messy, congenial, dreadful, breezy, springlike, ferocious, brutal","timid, mythic, opinionate, bilateral, nonchalance, convulsing, evaporate, combust, photoaffinity, multidimensional"
3,strategy,"tactics, plan, tactic, scheme, approach","pland, combination, counter-position, multiobjective, asset-light, power-projection, programme, set-out, buzz-phrase, intervention","conceptuality, enfeeble, massacre, scammy, baseless, irritation, stressy, formulaic, condescending, impediments"
5,stringent,"rigorous, draconian, rigourous, restrictive, onerous, laxer, tight, restrictions, rigid","due-process, unbendable, compliant, prohibitions, arbitrary, government-set, up-tight, legalistic, rigors, sensitive","unsustained, attract, populist, trounce, antiliberal, deflect, rapprochement, homeomorphic, unconfuse, wildcat"
2,stumble,"falter, misstep, bumbled, totter, hit, wander, encounter, stagger, hurtle, trip, lurch","discover, buzz-saw, came, bcome, dissemble, pobble, loooked, admit, headlong, mid-stride","betake, elaborateness, indicate, hydrographs, intollerant, categorize, convite, unrhymed, unusable, divergency"
6,submissive,"domineering, cowed, obedient, deferential, docile, servile, acquiescent, slavish, meek","stoic, stroppy, non-assertive, energetic, deferent, strong-jawed, conformist, neurotic, avoidant, choosy","feedpoint, confiding, sensationalistic, caprine, unpopularity, pervent, quadratics, apprecaite, iteratively, uprisings"
5,subordinate,"dominant, underling, superiors, hyponym, dependent, coequal, superior","relevant, patriarchial, arrogating, commmand, allience, heteronomous, party-state, place-holders, politicall, auxiliary","go, pardoned, artistic, overwritten, grapple, sayes, tortious, spotlight, plentifully, subnote"
5,subsidize,underwrite,"outproduce, fee-funded, incentivization, supplant, diversify, valorize, out-innovate, market-distorting, taxs, reconsolidate","benumbing, relater, unaware, protests, unrepentent, spotlight, underdeveloped, employeed, commendable, stagnates"
6,substantiate,"confirm, actualise, embody, support, prove, verify, adduce, sustain, realize, refute, realise, justify, affirm, disprove, actualize","reiable, enhance, satisify, re-assert, consolidate, embellish, contend, definative, define, evidene","burgher, illustrational, obviate, annoy, aprove, alert, bonafide, employ, communist, sturdy"
6,substantiate,"confirm, actualise, embody, support, prove, verify, adduce, sustain, realize, refute, realise, justify, affirm, disprove, actualize","reiable, enhance, satisify, re-assert, consolidate, embellish, contend, definative, define, evidene","decide, operationalise, immmediate, temporising, analoguous, multidimensional, fact, eschew, baffled, subfactor"
3,substitute,"trisubstituted, replacment, utility, backup, disubstituted, unsubstituted, interchange, reliever, replace, ersatz, deputize, use, alternate, exchange, reserve, deputise, alternative, replacement, relief","propper, redex, qualifyer, draw-back, factorize, readymade, chorismate, re-select, re-animate, stop-gaps","desolated, opose, evitable, mimicking, concentrate, horrify, perseverative, underpredict, interessting, assertive"
6,subtle,"profound, slight, nuancing, obvious, elusive, pernicious, nuanced, insidious","deep, flavourful, characteristical, flavorful, obscure, grandious, systematic, shock-value, unpoetic, well-put","peek, renewability, farmyards, equips, exhaustive, postdiction, combustable, exclude, solidarities, informational"
5,succumb,"die, survive, capitulate, resist, susceptible, relent, yield, suffer, resistless, endure, perish","dying, react, compelled, avoid, underwhelm, cauterized, crueller, happly, minimalised, sympathize","idyllic, wayward, hungrily, resisting, deferential, rambunctious, unamusing, gabble, enjoyable, convinced"
1,suddenly,"dead, instantly, inexplicably, disappear, abruptly, short, finally, abrubtly, magically, mysteriously, unexpectedly, immediately","innocently, supposidly, apathetically, offten, continuesly, sooon, almost, cataclysmically, operatically, re-emerged","briefness, studious, disinterested, flattery, unprovocative, solidaristic, substance, crankcase, gruelling, arrogance"
1,suggestion,"proffer, hypnotism, propose, mesmerism, commment, hint, prompting, proposal, idea, trace, comment","expalnation, notic, reqest, convinction, explnation, supppose, reponse, pointful, reason, noticboard","characterizable, observable, conciliate, signeddata, minimal, urge, larder, oxymoron, wriggles, annecdote"
1,sum,"fract, marrow, amounts, join, amount, essence, outlay, core, centre, total, nub, tot, add, union, substance, meat, center, inwardness, kernel, tally, pith, aggregate, totality, heart, gist","chunk, factorize, deducible, market-value, totalise, rougly, double-count, log-concave, numnber, cogitate","inefficient, gratifies, askew, congruential, congenial, eventful, reinvigorates, amoralist, unpretentious, compellence"
2,summarize,"clarify, describe, analyze, concisely, recapitulate, explain, resume","paraphrase, consolidate, explore, analogize, integrate, incorporate, decontextualize, distinguish, dramatize, discusson","context, overcome, quiet, unreadably, masochistic, evidently, uncreative, plan, meal, vociferous"
3,summarize,"clarify, describe, analyze, concisely, recapitulate, explain, resume","paraphrase, consolidate, explore, analogize, integrate, incorporate, decontextualize, distinguish, dramatize, discusson","unthoughtful, freudian, dialation, sleepy, formalize, congruous, reappropriate, locket, self.save, acquitted"
6,superficial,"unimpressive, vapid, simplistic, vacuous, banal","vulgar, prosaic, unobjective, impressionistic, one-sided, trite, pragmatical, broad-stroke, cloddish, bone-deep","gasped, compliant, 15years, spiritualize, decribe, orient, dispute, unease, rebellions, illustrates"
6,superfluous,"unnecessary, excess, spare, unecessary, otiose, unneccessary, pointless, unnnecessary, irrelevant, unneeded, redundant, surplus, senseless, wasted, purposeless, useless, extra","annoying, badly-worded, non-crucial, unmeaningful, abnoxious, useles, futile, dispensible, problematical, self-evident","briefness, coax, unintentionally, obervations, waver, inconstancy, scenes, forecast, legitimize, nastyness"
3,superior,"excellent, equal, mediocre, master, inferiors, victor, ranking, comparable, incomparable, higher, subordinate","stoutness, lower-strength, unquestionable, brilliant, pay-grade, flawless, decenter, vindicative, higher-class, hard-to-beat","structured, compasion, coronate, prevaricate, cheeky, jettison, bashfulness, accomplishment, unintuitive, humankind"
2,support,"assistance, corroborate, aid, living, accompaniment, tolerate, stomach, backup, sustenance, confirm, patronage, digest, substantiate, bear, oppose, reenforcement, indorse, reinforcement, keep, abide, livelihood, help, subscribe, stand, underpin, back, patronise, suffer, sustain, endure, patronize, provide, funding, documentation, affirm, brook, backing, hold, endorse, defend","strengthen, calrify, compellence, close-support, re-commit, selfhelp, re-enforcement, operationalise, counter-position, intetest","eventuality, usefulness, onlyinclude, fearful, spendthrift, endogenic, tended, examining, infoxbox, polemicized"
1,suppose,"think, speculate, hypothesize, hypothesise, surely, theorize, reckon, imagine, opine, know, presume, guess, assume, conjecture, say, theorise, hypothecate","suggesting, if, rememer, presumably, speculate, prove, actuallly, probably, so--but, praytell","unversal, tendency, unexaggerated, factious, demarcate, modularize, succeed, narcissitic, potentiate, cures"
6,suppress,"unsuppressed, curb, crush, eradicate, quash, prevent, conquer, stifle, subdue, restrain, inhibit, squelch","obstruct, counterbalance, de-stabilise, over-control, disinhibiting, confine, propogate, illegalize, reject, co-opt","prevalence, perpetuate, unrealism, assist, held, resynchronization, druggie, process, tyrannize, imperils"
4,surmise,"conjecture, speculate, suggest, supposition, presume, hypothesis, guess, speculation, suppose, suspect, hypothesize, guesstimate, infer, deduce","misremembering, conjectural, undoubtedly, intepret, estimate, iguess, implausible, opinion--and, sayes, evidently","highlighted, consquence, simultaneous, griped, points, reveres, tangental, regather, embarras, disconfirmation"
6,surmise,"conjecture, speculate, suggest, supposition, presume, hypothesis, guess, speculation, suppose, suspect, hypothesize, guesstimate, infer, deduce","misremembering, conjectural, undoubtedly, intepret, estimate, iguess, implausible, opinion--and, sayes, evidently","mouthpart, recompose, vernacularly, unquote, sternal, aberration, lugubrious, protohistory, periodic, targeter"
1,surprise,"chagrin, delight, shocker, dismay, amazement, shock, unexpected, disappointment, unsurprising, storm","apparent, unconfuse, dissappointing, dissapointing, smack-down, undisguised, dumbfounded, half-expect, turnabout, chalange","sencond, disaffiliate, relinquish, illustrious, beaurocratic, resisting, skilful, irritable, cagily, associated"
6,surreptitious,"sneak, furtive, underground, secret, stealthy, undercover, unauthorized, covert, subterfuge, sneaky, sneaking, illicit, unauthorised, clandestine","phone-jamming, high-jinks, stone-walling, less-than-successful, purse-snatching, double-takes, impromptu, tampering, gratuitious, deniable","tottered, unpunctual, disassociate, notice, hypercycle, prehend, swing, autocracy, retrospection, personalise"
2,surround,"beleaguer, environment, encircled, besiege, encircles, skirt, palisade, dominate, inside, enclose, environ, border, smother, circumvent, wall, envelop, encircling, environs, encircle, fence, ring","putaway, plaçant, characterize, up-end, protrude, burred, hollow-core, leather-wrapped, manhandle, bisect","strenghten, talked, readable, uneventful, required, inspirer, provocative, salient, scariness, reclassify"
3,suspense,"mystery, tension, thrill, thriller, anticipation, excitement, dread, intrigue, cliffhanger, gripping","cleverness, cloy, complication, satisfaction, action-thriller, knife-edge, whodunnits, actioner, page-turner, zaniness","hubbub, superficiality, absurb, crouch, dishonesty, handwrite, cavalier, stressfull, notify, unexcusable"
4,suspense,"mystery, tension, thrill, thriller, anticipation, excitement, dread, intrigue, cliffhanger, gripping","cleverness, cloy, complication, satisfaction, action-thriller, knife-edge, whodunnits, actioner, page-turner, zaniness","subquestions, reconstitute, desastrous, amulet, technology, sensitive, anonymouse, pertain, unfeeling, satiric"
1,sway,"shake, persuade, unbend, rock, influence, carry, grip, swing, hold, bend, tilt, careen","tugger, counter-act, discomfit, compell, temporize, shuch, athority, bloviate, aggrandise, shakings","bluntness, crystalise, epiphenomenon, fall, stunt, impels, sloppy, commens, shopkeeper, niaive"
1,swoop,"slide, pounce, swiftly, snatch, sneek, flit, stumble, fell, drop, fall, jump","slither, flitting, jump-up, put-away, impetuously, re-try, precipitously, snap, shoo, out-bid","provenance, eatin, enormous, determining, selecting, denigratory, elating, misgiving, silkiness, mismatch"
2,tackle,"rigging, readdress, solve, grapple, confront, catch, harness, rig, undertake","mistime, stiff-arm, push, managament, out-and, pass-and-move, professionalise, play, down-turn, tapping-up","destroys, comradeship, mediocracy, migrate, megatrend, realistic, shouted, esssential, pobble, situationist"
6,tactful,"courteous, polite, circumspect, judicious, gentle, forthright, conciliatory","snappy, well-practiced, courteously, subtle, collegial, purposeful, clear-eyed, cheeky, straight-forward, generous","relvance, visiblity, supersede, behave, imporance, definitive, whitsuntide, unrushed, blossom, survival"
