difficulty,question,related,random,answers
2,purpose,"goal--the, advance, counterpose, way--not, consequense, motives, significancy, technicity, accountablity, object","immediacy, strife, resolve, resonating, noting, intead, confect, rigidify, incriminates, disloyalty","aim, design"
5,qualitative,"counteractive, non-substantial, specifical, nonjudgemental, veristic, culturally-sensitive, fact-specific, policy-specific, subtlty, extrapolative","consequense, colorburst, sadly, narrative, excessive, unimportance, analytic, tangibility, logbooks, tireless","approximate, subjective"
5,quantitative,"mathematics-based, correlational, observational, morphological, science-like, extra-textual, positivistic, market-level, trade-restrictive, semi-analytic","manipulable, pimary, automatize, convinces, accurate, lambaste, corresponding, dynamism, detroy, once","numerical, statistical"
6,querulous,"inarticulate, obdurate, sourpuss, vindictive, half-crazed, highly-strung, cynical, good-tempered, shouty, captious","earlier, patching, activist, astuteness, usually, wish, helpless, acquiesce, proceded, shore","irritable, fretful, truculent, peevish, grumpy"
1,question,"unasked, topic, propostion, concerns-, guess, argumant, pointent, 10-question, misgiving, dillemma","orientate, noncontingent, tightening, discrete, refute, interessting, mirthful, remodelings, corroborate, habitated","wonder, doubt, inquire"
3,quote,"soure, references, pharagraph, sub-headline, cite-, souch, citated, sum-up, mid-phrase, citeing","personality, mope, stretch, heareth, postvention, cockiness, priggish, fill, assume, geochronological","paraphrase, cite"
6,rancorous,"unrushed, heavy-laden, convoluted, devisive, agonized, flurried, faction-ridden, tedious, too-frequent, angry","ignominous, disdain, prejudice, front, spit, inconsistent, crazed, gynormous, quivalent, shock","divisive, bitter, acrimonius"
5,rapport,"straightforwardness, supportive, cross-class, through-line, relatioship, inter-action, liaison, combatative, renforçant, nonchalance","already, inferrence, inhumanly, justifcation, woop, resistant, pupils, proceded, destry, allured","relationship, friendship, closeness, cooperation, resonance"
2,rarely,"less-frequently, undoubtedly, opnly, propertly, unimportantly, poorely, righfully, demeaningly, significally, lonly","item, asssume, nonviable, cancellable, increases, slouched, lightness, unprot, admit, recontest","hardly, infrequently, seldom"
5,rationale,"interpration, valuative, non-question, discsussion, genericness, clearity, explain, well-formulated, methodolgy, deline","ringname, gence, deftness, succumb, envies, terminlogy, ludicrous, happy, alias, embarassed","reason, justification, principle, justifcation, explanation"
3,realistic,"self-corrective, non-speculative, objective, practic, poliical, clear-minded, well-conceived, philsophical, subjectivistic, pre-critical","bogus, negligent, paraphrase, awareness, disjuncture, incriminates, reinvade, spunky, pained, inebriated","believable, practical"
2,reason,"point-out, enough--and, clearence, practicle, explanative, implict, apparence, non-explanatory, know--but, dis-agree","unshowy, niaive, convinction, wholeheartedly, demarchy, denouncing, possibiity, suprise, lolled, unrepented","cause, ground"
4,rebel,"anti-qaeda, anti-gaddafi, gaddafi-era, republican, soldier, -government, pro-republic, guerrilleros, hutu-led, pro-kadhafi","foretell, seer, addresser, reintegration, scrupulousness, injustice, equable, rectangular, conside, ambivalent","insurgent, renegade"
4,rebuff,"chide, scoff, threat, counter-suggestion, undisguised, deflective, truculence, succede, concilliatory, blunter","bruise, compromising, hurry, exhilaration, exploit, steadiness, mistime, detriments, reflected, untoward","reject, repel, snub, spurn,  repulse"
4,rebuke,"confrontationist, critique, provocation, demurring, dismissiveness, put-downs, impudence, warning, sternness, outcry","represention, rural, scornful, highjack, heightens, unintelligible, coorporate, extraordinarily, cowers, avoidence","reprimand, censure, chide, remonstrate"
5,recalcitrant,"mollifying, liberal-minded, troublemaking, restive, over-eager, overly-zealous, self-adoring, unaggressive, overreactive, rebelious","recapitulate, attuned, compromise, relevance, harangue, monumentalism, anaysis, fluidity, aproximation, engender","refractory, stubborn"
3,recently,"particlularly, offcially, even, traditionally, wised, critised, subseqently, reveiwed, done, sadly","pockmark, reak, disappointment, year, complications, asthetic, readymade, determinator, dejected, recurrent","lately, newly"
6,reclusive,"sharp-dressed, life-loving, on-edge, ornery, unlikeable, non-influential, closeted, unplaceable, reluctant, once-prominent","hardships, reticent, mischievousness, interpolate, notify, terrorises, prehend, shellshocked, phony, market","cloistered, taciturn, withdrawn, introverted"
2,recognize,"problematize, confirm, denationalize, disserve, automatize, stablize, realise, supppose, apprecite, regard","inducements, nonadjacent, speciality, preliminary, misogeny, confident, weep, trundle, collate, psychiatric","understand, discern, distinguish"
2,recommend,"enjoing, implimenting, disgree, accept, offer, reqeust, advocate, commends, enourage, amend","assertive, hiney, noncontiguous, manageble, liberate, outrun, sheduled, biometrically, derive, indicates","advocate, suggest, advise, approve"
5,reconcile,"define, persuade, re-confirm, estrange, minimalize, re-commit, de-humanise, sanctify, moralize, confound","politician, beach., replacement, gaiety, subcomponent, scarabs, dissuade, envision, seeing, repat","resolve, harmonise, unify"
6,reconciliation,"systematisation, reolution, deconfliction, eco-justice, re-dedication, unifications, post-conflict, re-establishing, reintegrating, compromise","fluent, ratiocinative, foodless, unversal, disappointed, undefended, unthink, disorient, demoralization, rancour","forgiveness, rapprochement"
1,records,"traces, logbooks, self-recorded, state-record, sound-recording, self-recording, datalog, datable, sub-collections, collecters","unveil, increases, wagf, challenges, arrogating, counterstrikes, statesman, preconvention, arrise, unintelligent","documents, register, logbooks"
3,recount,"bring-up, reguest, dramatized, rewiew, attept, quest, log-off, re-confirmation, demonstrat, verifing","alleviating, unirrigated, cliffhanger, tribalism, arrogant, crtical, parlous, overreactive, weary, selecting","tell, narrate, chronicle"
6,rectify,"de-mystify, de-motivate, corrected, pacify, problematize, introduce, realize, substatiate, re-regulate, reitterate","pray, graph, cumber, despotism, devasting, truely, gibe, propitiate, abolish, psychobiological","repair, correct, ameliorate, reform, mitigate"
4,recur,"affect, mayhave, --often, coexist, preventively, naturally, problematic, re-emerges, appeare, develop","linearized, shrilly, dazed, trite, meedja, oddly, disruptive, abolish, similarities, tilted","reappear, repeat"
5,redeem,"lose, glorify, sticken, exorcize, reconize, devalue, beautify, re-incarnate, tarnish, re-appraise","manage, reiterating, depressed, imperiling, dryish, amazement, disparaging, mendacious, undependable, dramatical","atone, reclaim, restore"
5,redundant,"out-of-date, inapropriate, weasel-ish, identical, un-readable, duplications, unnessessary, too-obvious, unappropriate, unworkable","opress, savvier, downhearted, conveniency, disagreed, disempower, reiterating, reaction, bioware, reverify","unnecessary, excess, spare, unneeded, duplicative, superfluous"
3,reference,"citeing, review-type, prooftext, adddition, sugggestion, informantion, re-quote, comparason, cross-ref, linkes","abrasive, irresponsible, mutual, indifferent, interdependant, personalize, gems, uproar, cannot, disquieting","citation, footnote, mention, acknowledgment, credit"
2,region,"six-county, south-east, southest, hinterland, south-western, area--, transfrontier, zone, community, geopark","fathomable, alias, wound, meandering, dominical, logicial, generally, ambivalent, develpoment, especific","area, part, realm, neighborhood"
3,reinforce,"detract, create, formalize, enrich, erode, counteractive, actualise, operationalize, overbear, re-associate","actualisation, behing, roomy, reward, villain, cavorted, beach., managing, adore, theorization","reaffirm, enhance, strengthen, bolster"
5,rejuvenate,"soothe, destabilize, democratize, reforge, revamp, replace, recover, unify, re-regulate, electrify","lengthy, pee, anomoly, counterflow, thake, immaculate, reorganisation, sugggestion, foolproof, ended","reenergize, revitalize, revive, resurrect, restore"
5,relegate,"disenchant, re-integrate, subordinated, re-appropriate, fourth-division, reamain, encumber, excoriate, re-dedicate, disempower","initial, rope, trisecting, hurtfull, diminish, credible, subversion, cool, superpotential, repetive","consign, marginalize, banish"
4,relinquish,"wrest, surrended, reassumes, oblige, regranted, resist, forced, dismiss, legitimatize, reclaims","obedient, currrent, i.e., necssary, aproblem, cheeky, brainwash, hardship, requite, intersystem","cede, abandon"
1,reminds,"invites, promisses, introduces, startles, behoves, reveres, epitomises, tellling, accompanies, recognises","discrete, unglamorous, unbalanced, rephase, positve, hemotoxic, defocus, abhor, started, farcical","suggests, informs, reiterates"
6,renovation,"improvement, dismantlement, multi-building, re-acquisition, postclosure, four-building, transformation, revival, rehaul, re-commissioning","assertional, distrust, misjudge, bewitch, heaving, savvy, countermarch, reintegrate, sutible, highlevel","remodel, refurbishment, remodeling, overhaul"
2,repair,"rebuilds, re-work, maintenance-type, up-keep, dismantle, re-generation, upgrading, re-operation, reinspect, unfix","silly, presumptuously, induced, sculpture, underling, notify, fix, adversaries, streamline, obsequiousness","rectify, mend"
1,repeat,"remving, summate, perseverative, re-scale, re-hashing, bleeped-out, madate, apoint, reguest, patern","vitally, systematisation, municpalities, ultimative, complacent, seep, decompensate, unphilosophical, stress, unrefreshing","restate, retell, reiterate"
1,report,"i-report, re-investigation, poice, conclude, re-study, 77-page, log-book, headline, counter-complaint, annexure","naive, frangible, cautiousness, sneek, intransigent, replan, unsubtle, bewilder, incontrovertible, organology","account, story"
2,represent,"distinquish, subtend, unitiated, recruite, trate, alterate, valuate, depicting, associaton, re-identify","effects, avoide, hungry, worthwhile, infuriate, intemperance, triparty, interrogate, ragequit, dominical","exemplify, symbolize, indicate, depict"
5,repugnant,"ill-minded, assinine, disgracefull, stupidy, infuriating, unappealing, terrible, unseemly, inconsequent, unacceptible","facts, rearranged, mesmerist, recondite, commercialize, dying, protesting, unseemly, contemporize, appealingly","detestable, disgusting, obscene, loathsome, abhorent, contemptible, vile, despicable, abhorrent, odious, distasteful"
6,rescind,"reaffirm, capitulate, decision, flout, finalize, refund, reopen, reintroduce, disassociate, re-imposed","prolongs, awry, enrage, deterred, influential, missunderstand, recombine, bruise, showing, comprehensiveness","repeal, annul, revoke, vacate"
4,resilient,"enduringly, head-strong, strength-based, self-sustainable, momentum-driven, vulnerably, assertive, quick-witted, well-managed, superstrong","climaxed, inacessible, scarcity, indivual, pejorative, misunderstand, devastates, prejudice, ignite, digging","durable, tenacious, adaptable, robust, sturdy"
6,resolution,"preconvention, scale-down, sub-meter, posterization, stablity, de-escalatory, approach-avoidance, recommendation, re-determination, downsample","inequitable, outcries, unworkable, weblink, unique, hostilities, militants, cogent, corresponding, young","closure, settlement"
4,resolve,"tranquilize, negotiate, pursue, dig-in, non-resolution, readdressing, confict, stablise, investigate, intiate","significancy, list, savvier, legitimatize, revelational, professiona, noisily, disembark, beep, maned","decide, firmness, overcome, settle"
1,respect,"honer, dissaprove, promiss, humilate, relvance, rights-respecting, collectiveness, alligence, credibility, begrudging","rushy, obsurd, locket, incoporate, equips, critique, subamendment, antipathetic, seethe, heinous","reverence, honor"
5,respective,"highest-impact, dominical, opposite-gender, as-in, sub-ordinate, successsful, inter-changeable, previously-agreed, stablest, critial","nergy, approximability, unbiassed, affirmance, join, harrass, unreadably, exective, reluctant, enhances","corresponding, aforementioned"
4,response,"pointing-out, pre-evaluation, interation, non-rhetorical, prebuttal, threat, brush-off, public-comment, non-responsive, nonresponsive","reation, mollify, auxiliary, anyhing, disagrees, deterred, mandatory, unattractive, niaive, epitomises","reply, reaction, answer"
6,restrained,"severely, condemmed, conventionalised, weakened, finessed, wained, suplied, overmastered, detered, excercised","traceable, counterexample, accept, annoy, burst, psudonym, stablity, introverted, reely, consanguinity","leashed, encumber, throttle"
2,result,"side-effect, tip-over, quickfix, exent, too-obvious, poiint, last, following-on, impluse, non-recurrence","unequivocal, measurable, tangental, cacophony, ineloquent, goslings, bugger, dissipate, mathematical, supplant","effect, upshot, consequence"
5,retaliate,"badmouth, distrupt, threating, counterstrikes, hostilely, prevent, harassing, dare, counterattacking, coerce","artless, probity, insidious, illustrational, clatter, dessert, vetter, tonal, spiritless, dejected","punish, avenge, revenge"
3,retrieve,"access, re-roll, de-activate, self.save, re-lock, ransack, extricate, reinterpret, re-classify, re-circulate","hardships, verboseness, show, bogyman, true, facts, dictatorship, nonhostile, commensurable, nihilist","regain, recover"
5,retrospect,"flippant, conjuncture, life-change, such, spect, good--and, prettification, far-gone, incautious, reckonings","expertised, trackings, efface, untoward, accustoming, awards, sluggish, cautiously, finding, fraternise","review, hindsight"
4,reverberate,"reinterate, shudders, elate, ear-splitting, wafting, portend, earsplitting, pulverize, thwacks, implode","worldview, exactly, patronizing, defininition, anaconda, parboiling, chill, unfortunately, irrealistic, comparable","resonate, echo, recoil"
6,reverence,"copiousness, magnificence, preciosity, repugnance, dispassion, calmness, high-mindedness, imperiousness, compasion, staunchness","programatically, worried, truckle, poltics, puritanical, actualise, intead, undoable, unsuspected, unaware","awe, adoration"
3,review,"lookover, non-reviewed, checklist, re-score, follow-up, post-decision, pre-study, examing, pre-solicitation, un-reviewed","commander, eliminativist, interpret, finagle, bioequivalent, outpolling, shoddy, springlike, nationality, blinkered","reappraisal, inspection"
1,revise,"re-craft, rewrote, renovate, embellish, shorten, over-write, re-schedule, readdress, augment, maintain","market, certainty, triply, supremist, disfiguring, varing, faultless, directable, petulent, formal","update, refine, modify, amend"
3,revolt,"turmoils, anti-king, anti-reform, power-struggle, pro-invasion, re-invasion, counter-reformation, countermovement, demoralization, putschist","ruin, distance, flatten, superresolution, securitize, harmonicity, reined, rejoicing, predominant, sophisticated","insurrection, rebellion, mutiny"
1,rhyme,"noun-phrase, phonologic, non-word, word-order, ditty, pronouciation, dithyrambic, m-word, fable, syllabics","rectitude, desperation, declarants, inexplicit, fireless, parametrization, compatible, disjuncture, flashy, ineffectuality","verse, poem, cadence"
2,ridiculous,"unconvenient, stupid-ass, bogusness, inaccurate, unaccurate, horrific, odd, unecessary, superfluous, aweful","cyle, distraught, unique, amend, monodrama, assumption, characterizable, concept, analyzing, stubbled","laughable, farcical, silly, nonsensical"
6,rigorous,"formula-driven, well-authenticated, physicalistic, factually-based, self-critical, quality-assured, experiental, time-constrained, straightfoward, well-accepted","relatability, substantiate, disanalogy, pitmaster, confect, baneful, cool, complain, die., fondle","exacting, thorough, strict"
4,rudimentary,"semi-technical, underdeveloped, chimp-like, near-ubiquitous, comprehensive, sickle-like, ill-shaped, obliterative, characteristical, unperfect","citationless, beautiful, reck, foretell, inexplicit, uncredible, explanation, preselect, repond, intimidate","basic, minimal, primitive"
5,sabotage,"assaults, bombmaking, over-control, murder, tactics, attackes, disaster-prevention, re-ignition, subversions, obstruction","supress, resentment, cure, overexpansion, partnership., adamantly, deception, juse, daunt, baffled","disruption, subversion, countermine"
6,sagacity,"politness, mischievousness, civic-mindedness, honesty, wiseness, insight, uncouthness, ardency, bluntness, tough-mindedness","indutry, share, nonresponsive, sparring, boisterous, contentual, libtard, reply, archetypical, blockade","judiciousness, judgment, prudence"
5,sanction,"re-determination, countermand, block-on-sight, remedy, retrospectivity, non-retroactivity, pre-block, perma-block, action, reinitiation","arise, siply, desirable, disinforming, variety, qualities, cede, reconsider, apocryphal, realiable","approval, assent"
2,scar,"cauline, rub-on, ulcerated, keloid, necrotic, lesional, subepidermal, pingo, upper-arm, styloid","subseqently, relinquish, managing, outcry, cataloguing, update, beginner, obliges, definative, mimic","disfigurement, flaw, scab"
2,scarce,"rich, uneconomically, under-used, resouces, costly, exploitable, obscure, ruinously, availalble, pitiably","slapped, sympathetic, startle, defiant, accuarate, immoderate, intense, ambivalent, thoughtful, compelling","precious , dearth"
2,scatter,"splattering, tatter, wavepacket, fragment, redistribute, overmix, near-uniform, pulverise, roughen, slice","circumscribe, substative, quiet, bolden, garrulous, introduces, misattribute, shorten, worldview, valuble","spread, disperse, sprinkle, dissipate"
6,scrutinize,"re-articulate, supervise, re-approve, apprise, officialize, second-guesses, discover, reassesses, reexamines, preapprove","whodunnits, inferrable, reconstruct, blacken, informs, authorises, shuddered, embroiling, sincere, perjorative","inspect, audit, evaluate, assess, examine, analyze, appraise, investigate"
5,scrutiny,"construtive, disaproval, leg-work, exposure, thoroughness, judiciousness, relevations, pre-approval, self-criticisms, cautiousness","instills, enlist, ramification, succumb, unluckily, counterplan, easygoing, sympathises, intiate, displease","attention, examination"
1,search,"re-scanning, pursuing, google-ing, extracting, cataloguing, reexamining, chasing, drowsing, re-investigating, trying","ellicit, alive, irrealistic, formulating, buffeting, monstrosity, swiftly, idential, unprincipled, insouciant","seek, look, explore"
2,select,"implement, down-arrow, apply, collect, handpicking, characterize, instruct, re-generate, manipulate, re-assign","hypertechnical, paraphrased, repective, penname, springlike, cannibalize, critcize, stationer, deferent, sustainable","take, choose"
1,separate,"sub-level, broken-up, publicly-visible, repective, non-redundant, post-split, inter-branch, cross-line, thru-out, reconcilable","inclusiveness, obtrusively, recognising, repulsively, fragile, description, attitide, vehemently, posiiton, rewite","distinguish, sort"
2,shiver,"stare, sweat, bootlace, half-awake, breathless, tip-toe, appall, shakin, screw-you, whirs","neighbouring, justifyable, invite, distraction, wholesale, indiscernable, scrupulousness, exuberantly, underpin, advance","shudder, thrill, tremble"
2,signal,"colorburst, cell-tower, perceptional, wavery, beep, line-to-line, transmision, error-rate, non-communication, time-frequency","harangue, unpredicted, practicable, authority, eloquence, imigrant, misconstrue, neglection, deplorably, scornful","indicate, beacon, sign"
3,significant,"far-more, critial, implicative, not-so-positive, similar, substative, importance, unusuable, characteristical, outstanding","nonliving, seclusive, universalise, durable, triangularity, inforation, sobriety, invigoratingly, monopolised, overshadow","consequential, considerable, noteworthy, substantial, noticeable"
4,signify,"vertify, correspond, cause, might, supsect, co-relate, inflect, acknowledge, give, ceate","pejoratives, quantiative, offten, scowling, giant, hardly, reconciliatory, substantiates, write, reduce","indicate, imply"
1,similar,"place-specific, highly-specific, near-duplicates, more-serious, remarkable, vitual, terrrible, same-same, congruential, differet","cultist, stagnates, inflame, repetitious, declamatory, bemoan, aim, asumption, mobilize, assylum","same, like, alike, interchangeable"
2,simplify,"modernise, recharacterize, decontextualize, re-key, applicate, harmonise, soften, alleviate, intoduce, fix","reformulates, unreasoning, estuarine, succinct, recalculates, conscientious, burgher, unwarned, noticeability, fanciful","reduce, shorten"
4,simulate,"portray, initialise, complexify, activate, log-scale, fine-tune, prevent, decompensate, animate, verify","severely, inflexible, divergencies, sayes, lecturer, fertilize, autohide, contray, braving, congeal","mimic, model"
4,simultaneous,"internet-wide, mutual, accelerational, history-changing, pan-global, synchronic, near-unlimited, whole-scale, frequent, bi-stable","congregating, bemoan, refelcted, immortalization, broached, internalize, regather, vehemently, portend, trilemma"," concurrent, coincidental"
2,slumber,"post-prandial, sleepeth, trance-like, drowsy, semi-darkness, semi-comatose, truckle, age-long, twilight, sleep-walking","servility, rare, subcircular, approve, squalls, dismissiveness, stratify, prompt, linkability, nonfatal","sleep, stupor, torpor"
2,solution,"stepsize, fail-proof, root-finding, time-step, nonogram, sum-product, easy-to-implement, mutualization, revenue-generation, system","vehemently, compel, merely, incriminated, comparision, condemnation, destress, astuteness, converge, ascription","method, result"
3,source,"cite-worthy, non-quote, publicaton, reliably-published, corroborating, news-type, verify, citationless, no-source, refference","regionalize, moralist, afair, impartial, tactless, axiomatic, expansionistic, dinner, wagf, intuitive","origin, author"
4,sovereign,"democratically-elected, selfdetermination, non-states, quasi-states, confederal, self-ruled, non-constitutional, reigning, inviolable, entity","plenteous, rework, meltdowns, unambitious, impermanent, pulverise, contempt, hailed, waver, usual","independent, monarch"
1,special,"substanial, geographic-specific, similar, historical, conservational, interational, semi-objective, diversive, sub-economic, love-related","resue, eschew, technocratic, distinct, kind, erudite, acquitted, wagf, adamantly, visit","extraordinary, peculiar, exceptional"
4,specific,"study-specific, other, legally-defined, less-than-obvious, infraspecific, security-specific, applicable, ai-related, organ-specific, basical","sensivity, writhe, torturous, humankind, selflessness, reject, disrespectful, staffer, laxer, obliged","certain, particular"
6,spontaneity,"in-the-moment, tentativeness, vividness, relatability, coolness, receptivity, whimsicality, publicness, literalness, lightness","invoke, uproar, conceed, justifiability, frittered, aproach, apprehensive, protracted, transfix, prudence","playfulness, liveliness"
4,spontaneous,"non-artificial, methodic, habitual, all-over-the-place, self-forgetful, non-intentional, elaborative, boisterous, pre-attentive, major-key","midcycle, envision, unaccurate, mischievous, repsective, detractor, unsusceptible, angry, alleviating, atrocious","unplanned, unpremeditated, impromptu"
1,spotless,"clean-sweep, lushest, low-lit, peerless, red-checked, plenteous, dim-lit, stylish, gleamingly, wipe-down","finessed, cuss, necesarilly, meritous, reoccurring, storm, incongruence, surprises, purblind, efficiency","immaculate, untarnished, clean, unblemished"
6,spurious,"poorly-documented, obsurd, unenlightening, irrelevances, well-attested, contradictive, worthless, poorly-supported, portentious, unexaggerated","editon, jewels, congeal, laughable, newdata, underwhelmed, justificatory, secularise, championship, crisis","inauthentic, false, bogus, baseless"
5,squander,"imperil, repay, lucre, opportunites, riches, dedicate, betray, pelf, spurning, capitalize","evaulate, indignant, gentleness, iteratively, infrequently, force, gradually, paradigmatic, agrees, feebler","mismanage, waste, expend, blow, lose"
1,squirm,"wiggling, laugher, smirked, excoriate, swear, snivelling, discomfit, cringeworthy, cavort, reely","actual, nonrelevant, relent, celebratory, explanation, convinced, steadiness, gratified, hegemonistic, maned","wiggle, writhe, twist"
2,starve,"tbey, f-off, steal, vilify, penury, ever-hungry, self-mutilate, burn, suffocates, despise","imagining, hyperpower, spotlight, intermit, omnibenevolent, giddiness, inviolable, habitated, silly, objected","famish, impoverish, deprive"
5,static,"non-pneumatic, timeless, self-generating, constantly-changing, time-based, traditional, right-now, single-rate, perpetual, still-current","achievable, coronate, working, repave, check, exasperations, interpretion, disinvite, own, breakover","inactive, motionless, unchanging, dynamic, still"
1,stomped,"chocked, chastized, bear-hugged, up-ended, drop-kicked, gurned, snarled, burned, trudged, shotgunned","furor, overarched, chimerical, permissibility, rejoice, obstacle, amulet, 15years, amused, admonishment","kicked, thrashed, trampled"
1,stormy,"topsy-turvy, drama-filled, restless, messy, congenial, dreadful, breezy, springlike, ferocious, brutal","timid, mythic, opinionate, bilateral, nonchalance, convulsing, evaporate, combust, photoaffinity, multidimensional","torrid, acrimonious"
3,strategy,"pland, combination, counter-position, multiobjective, asset-light, power-projection, programme, set-out, buzz-phrase, intervention","conceptuality, enfeeble, massacre, scammy, baseless, irritation, stressy, formulaic, condescending, impediments","tactics, plan, scheme, approach"
5,stringent,"due-process, unbendable, compliant, prohibitions, arbitrary, government-set, up-tight, legalistic, rigors, sensitive","unsustained, attract, populist, trounce, antiliberal, deflect, rapprochement, homeomorphic, unconfuse, wildcat","rigorous, tight, rigid"
2,stumble,"discover, buzz-saw, came, bcome, dissemble, pobble, loooked, admit, headlong, mid-stride","betake, elaborateness, indicate, hydrographs, intollerant, categorize, convite, unrhymed, unusable, divergency","falter, bumbled, totter, stagger, hurtle, trip, lurch"
6,submissive,"stoic, stroppy, non-assertive, energetic, deferent, strong-jawed, conformist, neurotic, avoidant, choosy","feedpoint, confiding, sensationalistic, caprine, unpopularity, pervent, quadratics, apprecaite, iteratively, uprisings","obedient, deferential, docile, servile"
5,subordinate,"relevant, patriarchial, arrogating, commmand, allience, heteronomous, party-state, place-holders, politicall, auxiliary","go, pardoned, artistic, overwritten, grapple, sayes, tortious, spotlight, plentifully, subnote","dominant, underling, superiors, hyponym, dependent, coequal, superior"
5,subsidize,"outproduce, fee-funded, incentivization, supplant, diversify, valorize, out-innovate, market-distorting, taxs, reconsolidate","benumbing, relater, unaware, protests, unrepentent, spotlight, underdeveloped, employeed, commendable, stagnates","underwrite, sponsor"
6,substantiate,"reiable, enhance, satisify, re-assert, consolidate, embellish, contend, definative, define, evidene","burgher, illustrational, obviate, annoy, aprove, alert, bonafide, employ, communist, sturdy","prove, sustain"
3,substitute,"propper, redex, qualifyer, draw-back, factorize, readymade, chorismate, re-select, re-animate, stop-gaps","desolated, opose, evitable, mimicking, concentrate, horrify, perseverative, underpredict, interessting, assertive","replacment, backup, replace, exchange"
6,subtle,"deep, flavourful, characteristical, flavorful, obscure, grandious, systematic, shock-value, unpoetic, well-put","peek, renewability, farmyards, equips, exhaustive, postdiction, combustable, exclude, solidarities, informational","slight, nuanced"
5,succumb,"dying, react, compelled, avoid, underwhelm, cauterized, crueller, happly, minimalised, sympathize","idyllic, wayward, hungrily, resisting, deferential, rambunctious, unamusing, gabble, enjoyable, convinced","die, capitulate, relent"
1,suddenly,"innocently, supposidly, apathetically, offten, continuesly, sooon, almost, cataclysmically, operatically, re-emerged","briefness, studious, disinterested, flattery, unprovocative, solidaristic, substance, crankcase, gruelling, arrogance","abruptly, unexpectedly"
1,suggestion,"expalnation, notic, reqest, convinction, explnation, supppose, reponse, pointful, reason, noticboard","characterizable, observable, conciliate, signeddata, minimal, urge, larder, oxymoron, wriggles, annecdote","hint, idea, comment"
1,sum,"chunk, factorize, deducible, market-value, totalise, rougly, double-count, log-concave, numnber, cogitate","inefficient, gratifies, askew, congruential, congenial, eventful, reinvigorates, amoralist, unpretentious, compellence","amount, total"
2,summarize,"paraphrase, consolidate, explore, analogize, integrate, incorporate, decontextualize, distinguish, dramatize, discusson","context, overcome, quiet, unreadably, masochistic, evidently, uncreative, plan, meal, vociferous","concisely, encapsulate, outline"
6,superficial,"vulgar, prosaic, unobjective, impressionistic, one-sided, trite, pragmatical, broad-stroke, cloddish, bone-deep","gasped, compliant, 15years, spiritualize, decribe, orient, dispute, unease, rebellions, illustrates","vapid, simplistic, vacuous, banal"
6,superfluous,"annoying, badly-worded, non-crucial, unmeaningful, abnoxious, useles, futile, dispensible, problematical, self-evident","briefness, coax, unintentionally, obervations, waver, inconstancy, scenes, forecast, legitimize, nastyness","unnecessary, excess, redundant, surplus, wasted"
3,superior,"stoutness, lower-strength, unquestionable, brilliant, pay-grade, flawless, decenter, vindicative, higher-class, hard-to-beat","structured, compasion, coronate, prevaricate, cheeky, jettison, bashfulness, accomplishment, unintuitive, humankind","higher, better"
2,support,"strengthen, calrify, compellence, close-support, re-commit, selfhelp, re-enforcement, operationalise, counter-position, intetest","eventuality, usefulness, onlyinclude, fearful, spendthrift, endogenic, tended, examining, infoxbox, polemicized","hold, sustain, keep, bear"
1,suppose,"suggesting, if, rememer, presumably, speculate, prove, actuallly, probably, so--but, praytell","unversal, tendency, unexaggerated, factious, demarcate, modularize, succeed, narcissitic, potentiate, cures","think, imagine, conjecture, guess"
6,suppress,"obstruct, counterbalance, de-stabilise, over-control, disinhibiting, confine, propogate, illegalize, reject, co-opt","prevalence, perpetuate, unrealism, assist, held, resynchronization, druggie, process, tyrannize, imperils","curb, quash, prevent, stifle, subdue, restrain, inhibit, squelch"
4,surmise,"misremembering, conjectural, undoubtedly, intepret, estimate, iguess, implausible, opinion--and, sayes, evidently","highlighted, consquence, simultaneous, griped, points, reveres, tangental, regather, embarras, disconfirmation","conjecture, guess"
1,surprise,"apparent, unconfuse, dissappointing, dissapointing, smack-down, undisguised, dumbfounded, half-expect, turnabout, chalange","sencond, disaffiliate, relinquish, illustrious, beaurocratic, resisting, skilful, irritable, cagily, associated","delight, amazement, unexpected"
6,surreptitious,"phone-jamming, high-jinks, stone-walling, less-than-successful, purse-snatching, double-takes, impromptu, tampering, gratuitious, deniable","tottered, unpunctual, disassociate, notice, hypercycle, prehend, swing, autocracy, retrospection, personalise","sneaky, furtive, secret, stealthy, covert, subterfuge, clandestine"
2,surround,"putaway, plaçant, characterize, up-end, protrude, burred, hollow-core, leather-wrapped, manhandle, bisect","strenghten, talked, readable, uneventful, required, inspirer, provocative, salient, scariness, reclassify","encircle, besiege, enclose, envelop"
3,suspense,"cleverness, cloy, complication, satisfaction, action-thriller, knife-edge, whodunnits, actioner, page-turner, zaniness","hubbub, superficiality, absurb, crouch, dishonesty, handwrite, cavalier, stressfull, notify, unexcusable","mystery, tension, excitement, intrigue"
1,sway,"tugger, counter-act, discomfit, compell, temporize, shuch, athority, bloviate, aggrandise, shakings","bluntness, crystalise, epiphenomenon, fall, stunt, impels, sloppy, commens, shopkeeper, niaive","rock, swing"
1,swoop,"slither, flitting, jump-up, put-away, impetuously, re-try, precipitously, snap, shoo, out-bid","provenance, eatin, enormous, determining, selecting, denigratory, elating, misgiving, silkiness, mismatch","pounce, dive"
2,tackle,"mistime, stiff-arm, push, managament, out-and, pass-and-move, professionalise, play, down-turn, tapping-up","destroys, comradeship, mediocracy, migrate, megatrend, realistic, shouted, esssential, pobble, situationist","grapple, confront, undertake"
